用户id	用户注册时间	最后登录时间	免费筹码	身上货币量	最高拥有	最大赢取	贡献台费	登录总次数	站内好友数	经验值	等级	积分	性别	互动道具	玩过的最大小盲	破产线	IP地址	玩牌局数	赢牌局数	输牌局数	正常牌局	非正常牌局	最高牌类型
7782258	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	113.118.223.213	null	null	0	0	0	0
7782256	2014/10/2	2014/10/2	212899	13622	5820	1800	0	2	1	0	5	0	0	0	10	40	222.172.217.16	39	13	5	41	0	6
7782255	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	27.31.237.246	null	null	0	0	0	0
7782254	2014/10/2	2014/10/2	0	780	null	null	0	2	1	3	1	0	0	0	0	20	223.247.161.48	2	null	0	2	0	0
7782253	2014/10/2	2014/10/2	0	1080	null	null	0	2	0	16	2	0	0	0	10	40	49.89.23.252	3	null	0	3	0	0
7782250	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	5	0	0	0	20	223.91.110.134	null	null	0	0	0	0
7782246	2014/10/2	2014/10/2	108357	2000	null	1400	0	2	2	148	4	0	0	0	10	40	183.249.65.63	11	4	0	11	0	0
7782245	2014/10/2	2014/10/2	0	0	15976636	998500	72490	2	0	293	5	0	0	0	10000	1000	111.160.32.205	58	30	28	40	19	3
7782243	2014/10/2	2014/10/2	43798	1179	null	120	0	2	3	34	2	0	0	0	10	40	14.109.8.123	5	1	0	5	0	0
7782242	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	0	0	0	20	14.114.215.49	null	null	0	0	0	0
7782240	2014/10/2	2014/10/3	864	5	347136	100150	41510	3	0	1410	8	11	1	15	500	1000	58.34.114.223	354	74	280	80	8	8
7782239	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	218.16.242.66	null	null	0	0	0	0
7782235	2014/10/2	2014/10/2	0	1311	null	61	0	2	0	51	3	0	1	0	10	40	120.14.144.64	7	1	0	6	1	0
7782229	2014/10/2	2014/10/2	1749735	6558	null	4020	0	2	1	154	4	0	1	0	10	40	222.35.9.28	18	11	0	18	0	0
7782228	2014/10/2	2014/10/2	540876	9370	6845	3435	0	2	1	216	4	0	0	0	10	40	113.6.132.74	31	14	15	31	0	7
7782221	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	116.3.101.92	null	null	0	0	0	0
7782218	2014/10/2	2014/10/2	56557	1683	null	1622	0	2	4	284	5	0	0	0	10	40	110.85.142.73	44	19	0	44	0	0
7782211	2014/10/2	2014/10/2	0	1000	null	null	0	2	0	8	2	0	0	0	10	40	183.29.10.190	1	null	0	2	0	0
7782208	2014/10/2	2014/10/2	0	0	null	null	0	1	3	0	0	0	1	0	0	20	119.51.5.107	null	null	0	0	0	0
7782207	2014/10/2	2014/10/2	33171	1140	null	120	0	2	0	89	3	0	0	0	10	40	119.187.18.13	12	3	0	13	0	0
7782205	2014/10/2	2014/10/2	0	920	null	null	0	2	1	5	2	0	0	0	10	40	58.59.198.78	1	null	0	1	0	0
7782204	2014/10/2	2014/10/8	0	800	null	null	0	3	3	10	2	5	0	0	10	40	124.238.176.95	null	null	0	0	0	0
7782192	2014/10/2	2014/10/5	33137	1480	1370	170	0	4	1	86	3	10	1	0	2000	1000	112.67.217.185	9	4	5	9	0	4
7782190	2014/10/2	2014/10/3	0	0	49902	33618	5965	3	1	920	7	5	1	13	250	1000	221.203.79.38	177	30	147	175	2	7
7782187	2014/10/2	2014/10/2	0	780	null	null	0	2	1	3	1	0	0	0	0	20	60.10.172.166	1	null	0	2	0	0
7782185	2014/10/2	2014/10/2	33368	4757	9027	2090	0	2	3	685	6	0	0	10	10	40	125.113.175.87	155	72	69	157	0	10
7782183	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	1	0	0	20	119.53.143.73	null	null	0	0	0	0
7782175	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	49.72.48.133	null	null	0	0	0	0
7782171	2014/10/2	2014/10/4	0	0	15945	2110	430	4	1	696	6	10	0	9	20000	1000	119.144.235.150	101	25	67	102	0	7
7782170	2014/10/2	2014/10/2	0	790	null	null	0	2	3	11	2	0	0	0	10	40	218.72.58.219	2	null	0	3	0	0
7782168	2014/10/2	2014/10/2	0	390	null	null	0	2	1	17	2	0	0	0	10	40	175.166.70.225	4	null	0	5	0	0
7782167	2014/10/2	2014/10/2	0	990	null	null	0	2	0	11	2	0	1	0	10	40	119.49.121.113	2	null	0	3	0	0
7782163	2014/10/2	2014/10/2	0	790	null	null	0	2	0	3	1	0	1	0	0	20	1.27.15.52	1	null	0	2	0	0
7782161	2014/10/2	2014/10/4	24160	426	6880	1490	135	4	0	531	6	10	0	0	25	400	139.204.179.187	79	26	51	79	1	8
7782158	2014/10/2	2014/10/2	0	830	null	null	0	2	0	14	2	0	0	0	10	40	110.81.202.215	4	null	0	4	0	0
7782157	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	5	0	0	0	20	61.185.42.6	null	null	0	0	0	0
7782156	2014/10/2	2014/10/2	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.185.31.62	null	null	0	0	0	0
7782154	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	0	0	0	20	219.145.110.46	null	null	0	0	0	0
7782153	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	0	0	0	20	219.145.102.154	null	null	0	0	0	0
7782148	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	0	0	0	20	219.145.110.46	null	null	0	0	0	0
7782149	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	60.8.59.138	null	null	0	0	0	0
7782147	2014/10/2	2014/10/2	1402	50	null	430	0	2	1	80	3	0	0	0	10	40	14.210.162.144	11	2	0	11	0	0
7782134	2014/10/2	2014/10/3	0	150	1200	null	0	3	0	36	2	5	0	0	10	40	220.172.140.32	7	null	7	7	0	4
7782130	2014/10/2	2014/10/3	17350743	31205	19113	2640	1440	3	0	943	7	5	0	15	100	1000	222.241.190.78	122	38	52	122	0	8
7782129	2014/10/2	2014/10/2	0	970	null	null	0	2	0	21	2	0	0	0	10	40	111.161.17.7	2	null	0	3	0	0
7782128	2014/10/2	2014/10/6	1458	1720	null	null	80	4	5	44	2	10	0	0	50000	1000	1.207.244.32	4	null	0	4	0	0
7782125	2014/10/2	2014/10/7	10449	50	5105	1240	0	6	2	403	5	20	0	0	10	40	14.149.85.166	71	21	50	72	0	8
7782118	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	60.211.71.115	null	null	0	0	0	0
7782106	2014/10/2	2014/10/2	312	110	null	110	0	2	0	84	3	0	0	0	10	40	36.62.142.246	9	2	0	9	0	0
7782101	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	1	0	0	20	183.219.151.192	null	null	0	0	0	0
7782099	2014/10/2	2014/10/6	0	0	10009440	3116000	928565	4	0	989	7	10	0	20	20000	1000	112.235.131.11	231	52	157	207	24	8
7782096	2014/10/2	2014/10/2	98846	1520	null	1210	0	2	3	173	4	0	0	0	10	40	123.150.208.213	28	6	0	28	0	0
7782095	2014/10/2	2014/10/2	1418	890	null	280	0	2	0	49	3	0	1	0	10	40	115.46.156.95	4	1	0	5	0	0
7782092	2014/10/2	2014/10/2	0	800	null	null	0	2	2	0	0	0	0	0	0	20	124.239.208.135	null	null	0	0	0	0
7782091	2014/10/2	2014/10/2	0	640	null	null	0	2	0	6	2	0	0	0	5	40	117.172.112.212	2	null	0	2	0	0
7782087	2014/10/2	2014/10/2	0	920	null	10	0	2	0	22	2	0	0	0	10	40	183.60.254.32	4	2	0	4	0	0
7782075	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.22.54.205	null	null	0	0	0	0
7782069	2014/10/2	2014/10/2	12489	440	null	560	0	2	4	135	4	0	0	0	10	40	183.224.91.55	23	4	0	23	0	0
7782066	2014/10/2	2014/10/2	0	1030	null	null	0	2	0	8	2	0	1	0	10	40	175.44.43.50	2	null	0	2	0	0
7782059	2014/10/2	2014/10/2	0	990	null	10	0	2	0	22	2	0	1	0	10	40	112.90.237.62	3	1	0	3	0	0
7782058	2014/10/2	2014/10/2	0	1000	null	10	0	2	0	22	2	0	0	0	10	40	221.11.109.106	4	2	0	4	0	0
7782057	2014/10/2	2014/10/2	0	0	null	null	0	1	5	0	0	0	0	0	0	20	14.114.215.49	null	null	0	0	0	0
7782049	2014/10/2	2014/10/2	2879	710	null	480	0	2	2	75	3	0	0	0	10	40	60.182.18.72	9	2	0	10	0	0
7782046	2014/10/2	2014/10/8	0	0	35485	9216	1205	6	2	1138	7	20	1	9	100	1000	119.138.209.58	296	107	189	300	2	8
7782043	2014/10/2	2014/10/2	8241	1240	null	140	0	2	0	99	3	0	0	0	10	40	115.217.196.38	13	2	0	13	0	0
7782041	2014/10/2	2014/10/2	6975	795	null	20	0	2	0	19	2	0	1	0	10	40	182.101.65.125	4	1	0	4	0	0
7782039	2014/10/2	2014/10/4	0	1090	1100	10	0	3	0	27	2	5	0	0	10	40	113.106.97.185	3	1	2	3	0	0
7782034	2014/10/2	2014/10/2	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.185.16.70	null	null	0	0	0	0
7782032	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	0	0	0	20	219.159.234.226	null	null	0	0	0	0
7782030	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	60.210.100.46	null	null	0	0	0	0
7782029	2014/10/2	2014/10/3	0	180	1200	null	0	3	1	68	3	5	0	0	10	40	182.91.218.153	12	null	12	13	0	4
7782023	2014/10/2	2014/10/6	0	0	795	578	185	3	0	174	4	10	1	0	25	400	106.120.14.125	43	8	3	44	0	3
7782010	2014/10/2	2014/10/8	0	0	6160	3130	1025	3	1	372	5	5	0	0	100	1000	58.100.6.243	86	43	26	86	0	4
7781998	2014/10/2	2014/10/2	0	70	1000	null	0	2	0	25	2	0	0	0	10	40	218.75.114.70	6	null	2	6	0	0
7781996	2014/10/2	2014/10/2	0	1020	null	10	0	2	0	15	2	0	0	0	10	40	58.252.92.60	5	1	0	5	0	0
7781991	2014/10/2	2014/10/2	0	980	null	null	0	2	1	15	2	0	0	0	10	40	101.18.96.162	1	null	0	0	1	0
7781989	2014/10/2	2014/10/2	0	1010	null	10	0	2	0	22	2	0	1	0	10	40	123.101.175.122	3	2	0	3	0	0
7781984	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	219.144.129.132	null	null	0	0	0	0
7781982	2014/10/2	2014/10/2	4332663	10530	2950	890	280	2	0	313	5	0	0	0	50	1000	202.99.87.7	55	14	17	55	0	8
7781979	2014/10/2	2014/10/2	30171	1640	null	400	0	2	1	61	3	0	0	0	10	40	121.207.127.252	3	1	0	4	0	0
7781969	2014/10/2	2014/10/7	0	0	727295619	148950000	32533000	7	2	3781	11	75	1	195	250000	1000	220.133.127.14	1051	157	894	898	9	10
7781968	2014/10/2	2014/10/2	0	950	null	null	0	2	3	8	2	0	1	0	10	40	116.31.141.112	1	null	0	2	0	0
7781966	2014/10/2	2014/10/2	94490	1620	null	400	0	2	0	91	3	0	0	0	10	40	175.161.104.41	7	4	0	7	0	0
7781964	2014/10/2	2014/10/2	0	970	null	null	0	2	1	18	2	0	1	0	10	40	219.130.161.225	2	null	0	2	0	0
7781963	2014/10/2	2014/10/2	0	0	null	null	0	1	3	0	0	0	0	0	0	20	218.76.253.148	null	null	0	0	0	0
7781959	2014/10/2	2014/10/2	22545	840	null	400	0	2	1	70	3	0	0	0	10	40	112.242.150.21	10	1	0	10	0	0
7781948	2014/10/2	2014/10/2	0	0	null	null	0	1	8	0	0	0	0	0	0	20	119.53.143.73	null	null	0	0	0	0
7781947	2014/10/2	2014/10/2	8649	100	null	420	0	2	0	115	3	0	0	0	10	40	113.106.169.18	15	5	0	15	0	0
7781945	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	1	0	0	20	119.189.145.112	null	null	0	0	0	0
7781944	2014/10/2	2014/10/2	0	800	null	null	0	2	1	0	0	0	0	0	0	20	112.2.101.243	null	null	0	0	0	0
7781941	2014/10/2	2014/10/2	0	770	null	null	0	2	1	13	2	0	1	0	0	20	101.254.27.7	2	null	0	2	0	0
7781926	2014/10/2	2014/10/2	0	1030	null	20	0	2	0	29	2	0	0	0	10	40	49.81.246.82	8	5	0	8	0	0
7781920	2014/10/2	2014/10/2	0	1010	null	10	0	2	0	44	2	0	0	0	10	40	116.3.38.7	8	3	0	8	0	0
7781918	2014/10/2	2014/10/2	115169	327	null	600	20	2	0	95	3	0	0	0	50	1000	180.142.105.172	17	3	0	17	0	0
7781908	2014/10/2	2014/10/2	0	770	null	null	0	2	3	13	2	0	0	0	0	20	113.111.107.22	2	null	0	2	0	0
7781907	2014/10/2	2014/10/2	0	0	null	600	0	2	1	98	3	0	1	0	10	40	115.226.226.42	12	2	0	12	0	0
7781905	2014/10/2	2014/10/2	98	1380	null	210	0	2	0	34	2	0	0	0	10	40	123.4.149.23	5	2	0	5	0	0
7781899	2014/10/2	2014/10/2	0	800	null	null	0	2	2	0	0	0	1	0	0	20	61.154.47.30	null	null	0	0	0	0
7781894	2014/10/2	2014/10/2	174	1320	null	180	0	2	1	111	3	0	1	0	10	40	222.218.126.222	21	6	0	21	0	0
7781887	2014/10/2	2014/10/2	16147	20	null	420	0	2	0	87	3	0	0	0	10	40	110.52.182.202	10	3	0	10	0	0
7781878	2014/10/2	2014/10/2	0	0	null	600	0	2	0	97	3	0	0	0	10	40	222.215.68.175	13	3	0	13	0	0
7781877	2014/10/2	2014/10/2	0	0	null	null	0	1	3	0	0	0	0	0	0	20	218.10.66.58	null	null	0	0	0	0
7781876	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	1	0	0	20	115.164.50.74	null	null	0	0	0	0
7781875	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	1	0	0	20	219.145.109.2	null	null	0	0	0	0
7781873	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	39.67.100.101	null	null	0	0	0	0
7781871	2014/10/2	2014/10/2	0	0	1800	800	0	2	2	130	4	0	0	0	10	40	221.2.70.182	16	6	4	16	0	8
7781869	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	1	0	0	20	110.180.113.13	null	null	0	0	0	0
7781868	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	1	0	0	20	171.116.220.150	null	null	0	0	0	0
7781867	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	59.34.115.101	null	null	0	0	0	0
7781859	2014/10/2	2014/10/2	0	0	null	null	0	1	1	0	0	0	0	0	0	20	1.62.108.134	null	null	0	0	0	0
7781858	2014/10/2	2014/10/2	0	1040	null	null	0	2	0	13	2	0	0	0	10	40	123.186.111.70	1	null	0	2	0	0
7781849	2014/10/2	2014/10/2	0	800	null	null	0	2	1	0	0	0	0	0	0	20	61.154.47.30	null	null	0	0	0	0
7781843	2014/10/2	2014/10/5	0	770	1200	null	0	3	2	19	2	5	0	0	10	40	60.222.179.133	4	null	4	4	0	3
7781842	2014/10/2	2014/10/2	393	1370	null	400	0	2	3	32	2	0	0	0	10	40	36.42.234.51	3	1	0	3	0	0
7781834	2014/10/2	2014/10/2	0	0	null	null	0	1	18	0	0	0	0	0	0	20	119.51.5.107	null	null	0	0	0	0
7781830	2014/10/2	2014/10/2	0	0	null	767	0	2	2	216	4	0	0	0	10	40	125.118.198.60	28	17	0	28	0	0
7781829	2014/10/2	2014/10/2	0	770	null	null	0	2	0	3	1	0	1	0	0	20	220.179.251.130	2	null	0	2	0	0
7781827	2014/10/2	2014/10/3	3810184	30545	39627	15517	0	3	0	799	7	5	0	10	10	40	14.209.233.203	136	44	88	137	1	8
7781804	2014/10/2	2014/10/2	0	790	null	null	0	2	1	24	2	0	1	0	10	40	117.147.156.121	3	null	0	4	0	0
7781798	2014/10/2	2014/10/10	18686	1219	611720	217400	240790	8	5	4682	12	60	0	29	2500	1000	117.135.223.243	3402	541	2846	3711	5	8
7781797	2014/10/2	2014/10/10	1071519689	1148217	1408650	220600	99350	10	1	1925	9	60	1	0	1000	1000	183.52.7.135	360	49	311	420	0	7
7781789	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.185.42.22	null	null	0	0	0	0
7781788	2014/10/2	2014/10/2	0	800	null	null	0	2	3	0	0	0	0	0	0	20	14.117.200.76	null	null	0	0	0	0
7781787	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	61.185.138.82	null	null	0	0	0	0
7781786	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	222.84.6.249	null	null	0	0	0	0
7781783	2014/10/2	2014/10/7	0	0	92220	20050	7560	5	5	1565	8	17	0	1	250	1000	14.213.55.182	248	86	162	320	16	8
7781777	2014/10/2	2014/10/2	0	990	null	null	0	2	5	18	2	0	0	0	10	40	61.157.98.5	1	null	0	2	0	0
7781776	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	5	0	0	0	20	140.237.65.243	null	null	0	0	0	0
7781765	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	115.48.69.137	null	null	0	0	0	0
7781764	2014/10/2	2014/10/2	0	590	null	null	0	2	0	17	2	0	0	0	10	40	112.111.43.246	5	null	0	5	0	0
7781762	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	0	0	0	20	125.93.79.186	null	null	0	0	0	0
7781753	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	223.84.165.82	null	null	0	0	0	0
7781749	2014/10/2	2014/10/2	54734	250	2340	1200	685	2	4	445	5	0	0	0	20000	1000	221.209.46.3	61	20	26	61	0	8
7781748	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	222.161.128.107	null	null	0	0	0	0
7781745	2014/10/2	2014/10/2	8946	580	null	490	0	2	0	119	3	0	0	0	10	40	115.51.187.47	15	2	0	16	0	0
7781742	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	59.45.68.31	null	null	0	0	0	0
7781741	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	0	0	0	20	219.145.124.42	null	null	0	0	0	0
7781739	2014/10/2	2014/10/2	0	800	null	null	0	2	1	0	0	0	0	0	0	20	180.174.17.19	null	null	0	0	0	0
7781722	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	1	0	0	20	61.185.42.6	null	null	0	0	0	0
7781720	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	5	0	0	0	20	113.141.25.154	null	null	0	0	0	0
7781718	2014/10/2	2014/10/2	0	800	null	null	0	2	1	0	0	0	0	0	0	20	117.165.151.245	null	null	0	0	0	0
7781717	2014/10/2	2014/10/2	0	800	null	null	0	2	1	0	0	0	0	0	0	20	117.165.151.245	null	null	0	0	0	0
7781716	2014/10/2	2014/10/2	0	800	null	null	0	2	1	0	0	0	0	0	0	20	117.165.151.245	null	null	0	0	0	0
7781715	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	219.144.51.30	null	null	0	0	0	0
7781699	2014/10/2	2014/10/2	0	0	null	null	0	1	3	0	0	0	0	0	0	20	182.124.0.41	null	null	0	0	0	0
7781697	2014/10/2	2014/10/2	0	1170	null	null	0	2	0	13	2	0	0	0	10	40	113.110.246.214	2	null	0	2	0	0
7781696	2014/10/2	2014/10/2	1958	848	null	286	0	2	1	103	3	0	0	0	50	1000	110.6.39.217	14	5	0	15	0	0
7781695	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	1	0	0	20	39.67.87.155	null	null	0	0	0	0
7781689	2014/10/2	2014/10/2	10096	1180	null	20	0	2	0	33	2	0	0	0	10	40	182.123.31.20	6	2	0	6	0	0
7781685	2014/10/2	2014/10/2	0	990	null	null	0	2	0	8	2	0	0	0	10	40	124.94.14.148	1	null	0	2	0	0
7781684	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	0	0	0	20	120.193.59.2	null	null	0	0	0	0
7781683	2014/10/2	2014/10/6	765	764	43681	22200	5990	3	0	683	6	10	1	60	100	1000	119.41.36.30	94	36	58	188	0	8
7781682	2014/10/2	2014/10/2	0	0	null	null	10	2	0	6	2	0	0	0	25	400	27.158.125.230	2	null	0	2	0	0
7781675	2014/10/2	2014/10/7	0	0	1401	7200	1220	3	3	420	5	5	0	0	250	1000	61.154.40.194	57	22	10	58	0	4
7781674	2014/10/2	2014/10/2	0	780	null	null	0	2	0	3	1	0	0	0	0	20	119.248.228.219	2	null	0	2	0	0
7781672	2014/10/2	2014/10/2	0	800	null	null	0	2	1	10	2	0	0	0	10	40	113.16.168.78	null	null	0	0	0	0
7781667	2014/10/2	2014/10/2	0	0	null	null	0	1	4	0	0	0	0	0	0	20	119.53.148.30	null	null	0	0	0	0
7781666	2014/10/2	2014/10/2	6722	1330	null	390	0	2	0	90	3	0	0	0	10	40	223.167.129.1	10	2	0	10	0	0
7781664	2014/10/2	2014/10/6	0	1	26920	10546	5800	3	2	1047	7	5	0	0	250	1000	14.213.55.182	165	56	109	165	0	9
7781656	2014/10/2	2014/10/2	8429	1105	1110	10	0	2	0	81	3	1	1	0	5	40	222.209.147.222	23	18	0	24	0	0
7781654	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	222.87.49.76	null	null	0	0	0	0
7781652	2014/10/2	2014/10/2	203	830	2240	450	0	2	0	165	4	0	0	0	10	40	125.64.82.133	25	10	15	25	0	8
7781651	2014/10/2	2014/10/2	233	1100	null	200	0	2	0	71	3	0	0	0	10	40	124.162.151.28	10	5	0	10	0	0
7781650	2014/10/2	2014/10/2	0	0	15840	1210	2655	2	0	814	7	0	1	13	100	1000	58.34.114.223	116	30	18	105	11	6
7781638	2014/10/2	2014/10/2	332345	4729	2490	940	240	2	0	421	5	0	1	0	50	1000	112.67.34.194	80	23	31	81	1	8
7781635	2014/10/2	2014/10/2	438	1230	null	120	0	2	0	53	3	0	0	0	10	40	14.219.27.67	7	2	0	6	1	0
7781622	2014/10/2	2014/10/2	0	0	null	6000	1800	2	0	502	6	0	1	10	500	1000	58.34.114.223	53	14	0	53	0	0
7781616	2014/10/2	2014/10/2	1163	130	1290	440	0	2	0	82	3	0	0	0	10	40	124.228.32.14	11	2	9	11	0	6
7781613	2014/10/2	2014/10/2	43	120	null	220	0	2	4	109	3	0	0	0	10	40	219.145.108.30	12	3	0	12	0	0
7781608	2014/10/2	2014/10/2	16149	1040	null	620	0	2	2	144	4	0	0	0	10	40	61.174.171.110	22	2	0	22	0	0
7781599	2014/10/2	2014/10/9	13551564	87567	101852	10970	600	7	2	3609	11	26	0	0	250000	1000	183.131.11.81	1082	397	654	813	4	9
7781597	2014/10/2	2014/10/2	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.185.81.48	null	null	0	0	0	0
7781594	2014/10/2	2014/10/2	0	0	94585	27800	9860	2	0	757	6	0	1	11	500	1000	58.34.114.223	91	19	62	90	1	8
7781590	2014/10/2	2014/10/2	0	800	null	null	0	2	0	0	0	0	1	0	0	20	182.87.219.180	null	null	0	0	0	0
7781589	2014/10/2	2014/10/2	0	800	null	null	0	2	2	0	0	0	0	0	0	20	125.64.86.48	null	null	0	0	0	0
7781588	2014/10/2	2014/10/2	0	0	null	null	0	2	1	52	3	0	0	0	10	40	219.145.104.188	5	null	0	5	0	0
7781586	2014/10/2	2014/10/2	0	800	null	null	0	2	4	0	0	0	0	0	0	20	125.64.86.48	null	null	0	0	0	0
7781585	2014/10/2	2014/10/2	0	800	null	null	0	2	2	0	0	0	0	0	0	20	121.15.229.154	null	null	0	0	0	0
7781581	2014/10/2	2014/10/7	4451332	10078	5496	2611	0	3	11	544	6	5	0	10	10	40	222.218.17.14	108	43	44	108	0	8
7781580	2014/10/2	2014/10/7	2010535532	4186491	142562491	24452000	15267040	5	2	1735	9	15	1	51	250000	1000	113.86.129.201	970	239	731	970	0	8
7781579	2014/10/2	2014/10/10	5183	11	34072	14810	1810	10	1	738	6	55	0	10	250	1000	219.145.104.188	85	20	43	54	6	9
7781568	2014/10/2	2014/10/2	0	150	25958	17572	600	2	2	536	6	0	1	10	250	1000	61.150.115.100	51	8	43	52	0	8
7781564	2014/10/2	2014/10/2	1962	1050	null	945	0	2	4	104	3	0	0	0	10	40	171.104.72.84	10	4	0	11	0	0
7781562	2014/10/2	2014/10/3	0	0	52809	24700	5935	3	7	1060	7	5	0	1	50000	1000	222.216.55.86	182	67	115	184	0	8
7781552	2014/10/2	2014/10/2	0	0	null	null	0	1	1	0	0	0	0	0	0	20	1.190.147.37	null	null	0	0	0	0
7781551	2014/10/2	2014/10/2	0	900	null	null	0	2	0	11	2	0	0	0	10	40	220.165.94.30	3	null	0	3	0	0
7781550	2014/10/2	2014/10/8	17127	70	3310	1000	0	6	3	361	5	20	0	0	10	40	118.253.140.167	65	15	50	50	0	8
7781547	2014/10/2	2014/10/9	23463	1320	1320	220	0	3	4	48	3	5	0	0	10	40	218.2.75.34	2	1	1	2	0	5
7781543	2014/10/2	2014/10/2	0	790	null	null	0	2	0	3	1	0	0	0	0	20	125.93.180.38	1	null	0	1	0	0
7781542	2014/10/2	2014/10/2	0	1040	null	null	0	2	6	31	2	0	0	0	10	40	220.169.248.201	3	null	0	3	0	0
7781537	2014/10/2	2014/10/10	5024	300	162731	49468	5325	6	1	1011	7	20	1	4	500	1000	14.219.145.138	201	64	130	193	0	8
7781532	2014/10/2	2014/10/2	0	0	null	null	0	1	4	0	0	0	0	0	0	20	14.114.215.49	null	null	0	0	0	0
7781525	2014/10/2	2014/10/2	40722	790	null	800	0	2	3	160	4	0	0	0	10	40	171.110.181.71	20	6	0	20	0	0
7781519	2014/10/2	2014/10/2	0	0	null	null	0	1	2	0	0	0	1	0	0	20	14.114.215.49	null	null	0	0	0	0
7781515	2014/10/2	2014/10/2	0	790	null	null	0	2	0	0	0	0	0	0	0	20	222.219.184.11	1	null	0	1	0	0
7781512	2014/10/2	2014/10/6	47135	70	13730	430	40	3	0	330	5	5	0	0	100	1000	119.41.36.30	22	3	19	23	0	4
7781506	2014/10/2	2014/10/8	2594	170	3130	690	0	7	1	224	4	25	1	0	10	40	115.48.226.85	37	8	29	37	0	7
7781505	2014/10/2	2014/10/9	0	0	14725	3010	1150	5	1	428	5	15	0	0	250	1000	180.142.21.183	40	15	25	40	1	8
7781504	2014/10/2	2014/10/2	0	1000	null	1030	0	2	0	121	3	0	0	0	10	40	123.174.229.7	10	3	0	10	0	0
7781501	2014/10/2	2014/10/3	731280	15940	21088	4242	0	3	4	1358	8	5	0	10	10	40	114.245.211.47	315	112	168	176	0	8
7781499	2014/10/2	2014/10/2	0	800	null	null	0	2	1	0	0	0	0	0	0	20	219.159.240.71	null	null	0	0	0	0
7781496	2014/10/2	2014/10/4	0	0	18970	4100	40	3	1	540	6	5	0	10	100	1000	59.37.164.76	68	17	22	54	15	7
7781494	2014/10/2	2014/10/2	648463	20	17240	3030	20	2	0	421	5	0	0	0	50	1000	119.41.36.30	40	8	32	39	2	6
7781489	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	0	0	0	20	218.6.75.34	null	null	0	0	0	0
7781485	2014/10/2	2014/10/2	0	0	null	null	0	1	0	0	0	0	1	0	0	20	111.85.66.38	null	null	0	0	0	0
